frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
85,5,738.8729502670826 456.1529621389294 967.7786311329958 681.589968904773,824.3637084960938 608.837646484375 888.4199829101562 635.142822265625,0.6721594929695129,XO51YSU,0.06116878008810745
86,5,739.0958872295369 456.91503683147175 968.6180146793766 682.7897966021593,824.576460988898 610.2713398180509 888.7428620990954 636.4623734323602,0,0,0
87,5,739.3188241919911 457.67711152401415 969.4573982257575 683.9896242995455,824.7892134817023 611.705033151727 889.0657412880346 637.7819245990954,0,0,0
88,5,739.5417611544453 458.4391862165565 970.2967817721384 685.1894519969319,825.0019659745066 613.1387264854029 889.3886204769736 639.1014757658306,0,0,0
89,5,739.7646981168996 459.20126090909883 971.1361653185191 686.3892796943181,825.2147184673108 614.572419819079 889.7114996659128 640.4210269325658,0,0,0
90,5,739.9876350793538 459.96333560164123 971.9755488649 687.5891073917045,825.4274709601151 616.0061131527549 890.034378854852 641.7405780993009,0,0,0
91,5,740.2105720418081 460.7254102941836 972.8149324112809 688.7889350890907,825.6402234529194 617.4398064864309 890.3572580437911 643.0601292660361,0,0,0
92,5,740.4335090042623 461.487484986726 973.6543159576618 689.9887627864771,825.8529759457236 618.8734998201069 890.6801372327303 644.3796804327714,0,0,0
93,5,740.6564459667165 462.2495596792683 974.4936995040426 691.1885904838634,826.0657284385279 620.3071931537829 891.0030164216694 645.6992315995066,0,0,0
94,5,740.8793829291708 463.01163437181066 975.3330830504235 692.3884181812497,826.2784809313322 621.7408864874589 891.3258956106085 647.0187827662418,0,0,0
95,5,741.102319891625 463.77370906435306 976.1724665968043 693.588245878636,826.4912334241366 623.1745798211349 891.6487747995477 648.338333932977,0,0,0
96,5,741.3252568540793 464.5357837568954 977.0118501431851 694.7880735760223,826.7039859169408 624.6082731548108 891.9716539884869 649.6578850997122,0,0,0
97,5,741.5481938165335 465.29785844943774 977.851233689566 695.9879012734086,826.9167384097451 626.0419664884869 892.2945331774259 650.9774362664474,0,0,0
98,5,741.7711307789878 466.05993314198014 978.6906172359469 697.187728970795,827.1294909025494 627.4756598221628 892.6174123663651 652.2969874331826,0,0,0
99,5,741.994067741442 466.8220078345225 979.5300007823278 698.3875566681812,827.3422433953536 628.9093531558389 892.9402915553043 653.6165385999178,0,0,0
100,5,742.2170047038962 467.5840825270649 980.3693843287086 699.5873843655676,827.5549958881579 630.3430464895148 893.2631707442434 654.9360897666529,0,0,0
101,5,742.4399416663505 468.3461572196072 981.2087678750894 700.7872120629538,827.7677483809622 631.7767398231908 893.5860499331826 656.2556409333881,0,0,0
102,5,742.6628786288047 469.10823191214956 982.0481514214703 701.9870397603402,827.9805008737665 633.2104331568668 893.9089291221217 657.5751921001233,0,0,0
103,5,742.885815591259 469.87030660469196 982.8875349678511 703.1868674577264,828.1932533665707 634.6441264905428 894.2318083110608 658.8947432668585,0,0,0
104,5,743.1087525537132 470.6323812972343 983.726918514232 704.3866951551128,828.406005859375 636.0778198242188 894.5546875 660.2142944335938,0.5825099349021912,NV51YSU,0.250692987438373
105,5,743.8536451361955 472.86322727598423 984.2098880701484 706.430953623653,828.5488891601562 638.4925537109375 897.5659790039062 663.2872314453125,0.6262915730476379,MU51YSU,0.10410293481155487
106,5,744.2350395870595 474.03044215466275 984.5454869574809 707.4143280562992,828.9878158569336 639.6015625 897.7023544311523 664.8338317871094,0,0,0
107,5,744.6164340379237 475.19765703334133 984.8810858448132 708.3977024889455,829.4267425537109 640.7105712890625 897.8387298583984 666.3804321289062,0,0,0
108,5,744.9978284887877 476.36487191201985 985.2166847321457 709.3810769215917,829.8656692504883 641.819580078125 897.9751052856445 667.9270324707031,0,0,0
109,5,745.3792229396518 477.5320867906984 985.5522836194782 710.3644513542379,830.3045959472656 642.9285888671875 898.1114807128906 669.4736328125,0,0,0
110,5,745.7606173905159 478.69930166937695 985.8878825068106 711.3478257868842,830.743522644043 644.03759765625 898.2478561401367 671.0202331542969,0,0,0
111,5,746.1420118413799 479.8665165480555 986.223481394143 712.3312002195304,831.1824493408203 645.1466064453125 898.3842315673828 672.5668334960938,0,0,0
112,5,746.5234062922441 481.03373142673405 986.5590802814754 713.3145746521767,831.6213760375977 646.255615234375 898.5206069946289 674.1134338378906,0,0,0
113,5,746.9048007431081 482.2009463054126 986.8946791688079 714.2979490848229,832.060302734375 647.3646240234375 898.656982421875 675.6600341796875,0.477284699678421,LI51FSU,0.0897453610999727
114,5,746.9130362510856 483.24058484357926 986.9218422326161 714.3821955272308,832.7371012369791 648.9065755208334 899.2855428059896 676.9105834960938,0,0,0
115,5,746.9212717590632 484.28022338174594 986.9490052964242 714.4664419696386,833.4138997395834 650.4485270182291 899.9141031901041 678.1611328125,0,0,0
116,5,746.9295072670407 485.3198619199126 986.9761683602324 714.5506884120465,834.0906982421875 651.990478515625 900.5426635742188 679.4116821289062,0,0,0
117,5,746.9377427750183 486.3595004580793 987.0033314240404 714.6349348544544,834.7674967447916 653.5324300130209 901.1712239583334 680.6622314453125,0,0,0
118,5,746.9459782829957 487.399138996246 987.0304944878486 714.7191812968622,835.4442952473959 655.0743815104166 901.7997843424479 681.9127807617188,0,0,0
119,5,746.9542137909732 488.4387775344127 987.0576575516568 714.8034277392701,836.12109375 656.6163330078125 902.4283447265625 683.163330078125,0,0,0
120,5,746.9624492989508 489.47841607257936 987.0848206154649 714.887674181678,836.7978922526041 658.1582845052084 903.0569051106771 684.4138793945312,0,0,0
121,5,746.9706848069283 490.51805461074605 987.1119836792731 714.9719206240858,837.4746907552084 659.7002360026041 903.6854654947916 685.6644287109375,0,0,0
122,5,746.9789203149058 491.55769314891273 987.1391467430811 715.0561670664937,838.1514892578125 661.2421875 904.3140258789062 686.9149780273438,0,0,0
123,5,746.9871558228833 492.5973316870794 987.1663098068893 715.1404135089016,838.8282877604166 662.7841389973959 904.9425862630209 688.16552734375,0,0,0
124,5,746.9953913308609 493.6369702252461 987.1934728706974 715.2246599513094,839.5050862630209 664.3260904947916 905.5711466471354 689.4160766601562,0,0,0
125,5,747.0036268388384 494.6766087634128 987.2206359345056 715.3089063937173,840.181884765625 665.8680419921875 906.19970703125 690.6666259765625,0.543321967124939,CO51USW,0.038832353044200865
126,5,749.149995434905 496.0485257903192 988.7864221094627 715.2633539539859,836.6014404296875 666.7107543945312 907.1412353515625 691.8587036132812,0.5934773087501526,NU51YSL,0.14834737618888572
127,5,750.0841727068255 496.8112531898061 989.3282911988777 714.9640543561122,836.604736328125 666.7135009765625 907.1455078125 691.8580322265625,0.5935072898864746,NU51YSL,0.14834737618888572
128,5,750.5135143857333 497.8384672155879 989.7698501616935 715.0828113044179,837.3343680245536 668.1965419224331 907.7618059430804 693.5296630859375,0,0,0
129,5,750.9428560646412 498.8656812413697 990.2114091245094 715.2015682527234,838.0639997209821 669.6795828683036 908.3781040736607 695.2012939453125,0,0,0
130,5,751.372197743549 499.8928952671515 990.6529680873252 715.3203252010289,838.7936314174107 671.1626238141741 908.994402204241 696.8729248046875,0,0,0
131,5,751.8015394224568 500.9201092929333 991.0945270501412 715.4390821493346,839.5232631138393 672.6456647600446 909.6107003348214 698.5445556640625,0,0,0
132,5,752.2308811013646 501.9473233187151 991.5360860129571 715.5578390976402,840.2528948102679 674.1287057059152 910.2269984654018 700.2161865234375,0,0,0
133,5,752.6602227802725 502.9745373444969 991.9776449757729 715.6765960459458,840.9825265066964 675.6117466517857 910.8432965959821 701.8878173828125,0,0,0
134,5,753.0895644591803 504.0017513702787 992.4192039385888 715.7953529942513,841.712158203125 677.0947875976562 911.4595947265625 703.5594482421875,0,0,0
135,5,753.5189061380881 505.0289653960606 992.8607629014047 715.9141099425569,842.4417898995536 678.5778285435268 912.0758928571429 705.2310791015625,0,0,0
136,5,753.9482478169961 506.0561794218424 993.3023218642205 716.0328668908626,843.1714215959821 680.0608694893973 912.6921909877232 706.9027099609375,0,0,0
137,5,754.3775894959039 507.0833934476242 993.7438808270364 716.1516238391681,843.9010532924107 681.5439104352679 913.3084891183036 708.5743408203125,0,0,0
138,5,754.8069311748117 508.110607473406 994.1854397898524 716.2703807874736,844.6306849888393 683.0269513811384 913.924787248884 710.2459716796875,0,0,0
139,5,755.2362728537195 509.1378214991878 994.6269987526682 716.3891377357793,845.3603166852679 684.509992327009 914.5410853794643 711.9176025390625,0,0,0
140,5,755.6656145326274 510.1650355249696 995.0685577154841 716.5078946840849,846.0899483816964 685.9930332728794 915.1573835100446 713.5892333984375,0,0,0
141,5,756.0949562115352 511.1922495507514 995.5101166782999 716.6266516323905,846.819580078125 687.47607421875 915.773681640625 715.2608642578125,0.610539436340332,NV51TSU,0.21451523190919158
126,6,359.54340757966344 408.4095051786654 567.118685546714 570.504116702879,430.3731384277344 511.13360595703125 486.1898498535156 531.2206420898438,0.3302747905254364,GX15OGJ,0.24147726598733432
127,6,359.5094126225596 408.96231339781536 566.4698275363799 570.7599630900465,430.4837646484375 511.13287353515625 486.1463623046875 531.2138061523438,0.3278741240501404,GX15OGJ,0.24147726598733432
128,6,359.21703760801364 409.64516991514455 566.36466691857 571.7687694378781,430.9330843411959 511.9883282001202 486.6196500338041 532.1319955679087,0,0,0
129,6,358.92466259346764 410.3280264324737 566.2595063007603 572.7775757857097,431.38240403395434 512.8437828650841 487.09293776292066 533.0501849834735,0,0,0
130,6,358.6322875789217 411.01088294980286 566.1543456829505 573.7863821335412,431.83172372671277 513.6992375300481 487.56622549203723 533.9683743990385,0,0,0
131,6,358.33991256437577 411.693739467132 566.0491850651407 574.7951884813729,432.28104341947113 514.554692195012 488.03951322115387 534.8865638146034,0,0,0
132,6,358.04753754982977 412.3765959844612 565.944024447331 575.8039948292044,432.73036311222955 515.410146859976 488.51280095027045 535.8047532301682,0,0,0
133,6,357.75516253528383 413.05945250179036 565.8388638295212 576.8128011770359,433.179682804988 516.2656015249399 488.986088679387 536.7229426457332,0,0,0
134,6,357.4627875207379 413.7423090191195 565.7337032117114 577.8216075248675,433.6290024977464 517.1210561899038 489.4593764085036 537.6411320612981,0,0,0
135,6,357.17041250619195 414.4251655364487 565.6285425939016 578.8304138726991,434.0783221905048 517.9765108548678 489.9326641376202 538.559321476863,0,0,0
136,6,356.87803749164596 415.10802205377786 565.5233819760919 579.8392202205306,434.52764188326324 518.8319655198318 490.40595186673676 539.4775108924279,0,0,0
137,6,356.5856624771 415.790878571107 565.418221358282 580.8480265683622,434.9769615760216 519.6874201847957 490.8792395958534 540.3957003079928,0,0,0
138,6,356.2932874625541 416.4737350884362 565.3130607404722 581.8568329161938,435.42628126878003 520.5428748497596 491.35252732496997 541.3138897235577,0,0,0
139,6,356.0009124480081 417.1565916057653 565.2079001226625 582.8656392640254,435.87560096153845 521.3983295147235 491.82581505408655 542.2320791391226,0,0,0
140,6,355.70853743346214 417.8394481230945 565.1027395048527 583.8744456118569,436.3249206542969 522.2537841796875 492.2991027832031 543.1502685546875,0.323757529258728,CT15OOJ,0.10691892208138506
141,6,354.5851677925359 418.5066716719237 564.5066351632095 584.839359482224,435.40425872802734 523.1236267089844 492.1582565307617 545.0355834960938,0,0,0
142,6,353.46179815160974 419.1738952207529 563.9105308215661 585.8042733525912,434.4835968017578 523.9934692382812 492.0174102783203 546.9208984375,0,0,0
143,6,352.3384285106835 419.8411187695822 563.3144264799228 586.7691872229583,433.5629348754883 524.8633117675781 491.8765640258789 548.8062133789062,0,0,0
144,6,351.2150588697573 420.5083423184114 562.7183221382795 587.7341010933254,432.64227294921875 525.733154296875 491.7357177734375 550.6915283203125,0.416374534368515,GX15OCJ,0.17518383576219865
145,6,350.8506501960143 420.52604188739997 562.8721472003862 588.2121143167348,432.6368408203125 525.735595703125 491.736328125 550.6904296875,0.416065514087677,GX15OCJ,0.17518383576219865
146,6,350.0477805867876 421.19859490935704 562.4937315848439 589.0383873997948,433.416015625 529.0435791015625 485.4232177734375 550.2154541015625,0.48346415162086487,GX15OGJ,0.14783032257372877
147,6,349.72114581987387 422.2316095163095 562.4636074720727 589.9847839684608,430.4203338623047 529.8060302734375 484.38990783691406 551.4494934082031,0,0,0
148,6,349.3945110529602 423.26462412326197 562.4334833593014 590.9311805371266,427.4246520996094 530.5684814453125 483.3565979003906 552.6835327148438,0,0,0
149,6,349.06787628604644 424.29763873021443 562.40335924653 591.8775771057924,424.42897033691406 531.3309326171875 482.3232879638672 553.9175720214844,0,0,0
150,6,348.7412415191327 425.3306533371669 562.3732351337588 592.8239736744583,421.43328857421875 532.0933837890625 481.28997802734375 555.151611328125,0.5428314208984375,CI15OGJ,0.2531747792997021
151,6,348.2420091361215 425.8634382058647 561.9939433314782 593.5249701306051,421.405517578125 532.07470703125 481.3543701171875 555.1607666015625,0.5425055027008057,CI15OGJ,0.2531747792997021
152,6,347.7725164428621 426.49774414101233 562.9639542496323 594.8376357665081,421.324951171875 535.7112426757812 483.6878662109375 558.7510375976562,0.4007578492164612,GX15OCJ,0.2569309480654588
153,6,346.4556161297155 427.0585378085763 563.240339487194 596.2296129668056,422.06117248535156 537.0647888183594 482.90480041503906 559.0907897949219,0,0,0
154,6,345.13871581656895 427.6193314761403 563.5167247247556 597.621590167103,422.7973937988281 538.4183349609375 482.1217346191406 559.4305419921875,0.6394250392913818,LI15OLJ,0.19423574401037058
155,6,344.44248321975874 428.19699689578874 563.9334251511956 599.1231282957881,419.207763671875 537.0015258789062 488.7677001953125 560.9854125976562,0.3908727765083313,GX15OGJ,0.05128685798934474
156,6,343.96001425311266 428.745575926983 564.0237341024565 600.04661216368,420.33221435546875 537.7887980143229 485.69287109375 560.9691365559896,0,0,0
157,6,343.4775452864666 429.2941549581772 564.1140430537174 600.970096031572,421.4566650390625 538.5760701497396 482.6180419921875 560.9528605143229,0,0,0
158,6,342.9950763198205 429.8427339893715 564.2043520049783 601.8935798994639,422.58111572265625 539.3633422851562 479.543212890625 560.9365844726562,0.28431642055511475,OR45OCJ,0.04410159053068498
159,6,341.9607066289115 430.9831694108718 563.5305518328942 603.0426294593524,420.2200012207031 540.2739868164062 480.62709045410156 563.5128784179688,0,0,0
160,6,340.9263369380026 432.1236048323722 562.85675166081 604.1916790192408,417.85888671875 541.1846313476562 481.7109680175781 566.0891723632812,0,0,0
161,6,339.8919672470936 433.2640402538726 562.182951488726 605.3407285791292,415.4977722167969 542.0952758789062 482.7948455810547 568.6654663085938,0,0,0
162,6,338.8575975561846 434.40447567537296 561.5091513166418 606.4897781390176,413.13665771484375 543.0059204101562 483.87872314453125 571.2417602539062,0.3781394362449646,GI15OGJ,0.4959367486742842
163,6,338.40481839163317 434.8387421082948 561.096069052738 606.8622789522888,413.1297607421875 543.0 483.899658203125 571.250732421875,0.3790629208087921,GI15OGJ,0.4959367486742842
164,6,338.2057135923209 435.94049978128965 560.7730732596731 608.3529799767248,415.8741912841797 544.4010925292969 482.06993103027344 570.6910095214844,0,0,0
165,6,338.00660879300864 437.0422574542845 560.4500774666081 609.8436810011608,418.6186218261719 545.8021850585938 480.2402038574219 570.1312866210938,0.6403810381889343,GX15OGJ,0.4829677037962201
166,6,337.06258727615204 438.1920425805748 560.1357388262239 611.7396740532964,413.36297607421875 546.6358642578125 480.045654296875 573.6234130859375,0.4304386079311371,GI15OGJ,0.31670434430943945
167,6,336.3474394495502 439.6150284267789 559.9981629468964 613.3869066417986,420.52227783203125 550.1994018554688 478.4388427734375 573.5513305664062,0.4896334111690521,SX15OCJ,0.14034768839717343
168,6,335.5355006907578 440.6753280831692 560.5228276416547 614.8676440768329,419.1763000488281 551.0860290527344 477.94866943359375 574.1138000488281,0,0,0
169,6,334.72356193196526 441.73562773955945 561.0474923364128 616.3483815118672,417.830322265625 551.97265625 477.45849609375 574.67626953125,0.43689459562301636,GY15OGJ,0.08927549365597676
170,6,334.13156887962555 442.33224109476896 561.1585938936605 617.4804734744093,415.41217041015625 551.97021484375 477.33856201171875 575.5874633789062,0,0,0
171,6,333.5395758272858 442.9288544499784 561.2696954509083 618.6125654369516,412.9940185546875 551.9677734375 477.2186279296875 576.4986572265625,0.4729480743408203,CX15OGJ,0.42423729885964273
172,6,333.0886819379498 443.46934275260764 561.8161676211319 619.6887858165504,411.845703125 553.1776733398438 477.58612060546875 578.3792724609375,0,0,0
173,6,332.63778804861386 444.0098310552369 562.3626397913555 620.7650061961492,410.6973876953125 554.3875732421875 477.95361328125 580.2598876953125,0.4056786000728607,CX15OCJ,0.4308830467287095
174,6,331.9511366811365 444.4054110997679 562.2551206200126 621.8067451097336,411.5185852050781 556.4069620768229 477.5823262532552 581.9350382486979,0,0,0
175,6,331.2644853136592 444.8009911442989 562.1476014486695 622.848484023318,412.33978271484375 558.4263509114584 477.21103922526044 583.6101888020834,0,0,0
176,6,330.57783394618184 445.1965711888299 562.0400822773266 623.8902229369023,413.1609802246094 560.4457397460938 476.8397521972656 585.2853393554688,0.649093747138977,GX15OGJ,0.4116191920110284
177,6,330.83594949839613 445.8803144836073 562.3417577075993 624.9204079651518,411.3076629638672 560.5369567871094 477.34779357910156 586.3754577636719,0,0,0
178,6,331.0940650506104 446.5640577783847 562.6434331378719 625.9505929934012,409.454345703125 560.628173828125 477.8558349609375 587.465576171875,0.6958040595054626,GX15OCJ,0.2081869379985907
179,6,330.55510383184 447.4663819676535 562.3469739314423 626.99085331246,409.3814697265625 561.56640625 479.2857666015625 587.408447265625,0.6270367503166199,GX15OCJ,0.09858969666844648
180,6,330.5755015128226 448.27267859040325 562.3840525358081 628.039530045576,410.3073323567708 562.5748901367188 478.8323160807292 588.3274129231771,0,0,0
181,6,330.5958991938052 449.07897521315306 562.4211311401739 629.088206778692,411.2331949869792 563.5833740234375 478.3788655598958 589.2463785807291,0,0,0
182,6,330.61629687478785 449.8852718359028 562.4582097445397 630.136883511808,412.1590576171875 564.5918579101562 477.9254150390625 590.1653442382812,0.44058144092559814,GX15OCJ,0.1540543473944265
183,6,329.644770325935 450.75136438397567 562.3780602681842 631.1792722794157,412.7422441755022 565.7616315569196 477.5216979980469 591.7405308314732,0,0,0
184,6,328.6732437770821 451.6174569320485 562.2979107918286 632.2216610470235,413.325430733817 566.9314052036831 477.11798095703125 593.3157174246652,0,0,0
185,6,327.70171722822926 452.4835494801214 562.2177613154731 633.2640498146312,413.9086172921317 568.1011788504464 476.7142639160156 594.8909040178571,0,0,0
186,6,326.73019067937634 453.34964202819424 562.1376118391175 634.3064385822389,414.49180385044644 569.2709524972098 476.310546875 596.4660906110491,0,0,0
187,6,325.75866413052347 454.2157345762671 562.0574623627621 635.3488273498466,415.07499040876115 570.4407261439732 475.9068298339844 598.041277204241,0,0,0
188,6,324.7871375816706 455.08182712433995 561.9773128864065 636.3912161174544,415.6581769670759 571.6104997907366 475.50311279296875 599.6164637974331,0,0,0
189,6,323.81561103281774 455.9479196724128 561.897163410051 637.4336048850621,416.2413635253906 572.7802734375 475.0993957519531 601.191650390625,0.5964977145195007,GX15OGJ,0.6272692708515967
190,6,323.0213204021018 456.7590541067394 561.5822979803781 638.81476417376,408.66748046875 575.0420532226562 474.1304931640625 600.9895629882812,0.6450638771057129,CY15OGJ,0.1727625067090935
191,6,322.71141141902996 457.7436751781024 561.4137997918517 640.4587890598365,406.85279846191406 575.2688293457031 474.58836364746094 601.8269348144531,0,0,0
192,6,322.4015024359581 458.7282962494654 561.2453016033254 642.1028139459129,405.0381164550781 575.49560546875 475.0462341308594 602.664306640625,0,0,0
193,6,322.09159345288623 459.71291732082835 561.0768034147991 643.7468388319894,403.2234344482422 575.7223815917969 475.5041046142578 603.5016784667969,0,0,0
194,6,321.78168446981437 460.69753839219135 560.9083052262727 645.3908637180659,401.40875244140625 575.9491577148438 475.96197509765625 604.3390502929688,0.5515130162239075,GX15OCJ,0.17010217810855693
195,6,321.7510169701086 462.0145660989988 561.0361994380588 646.9595150913856,405.38616943359375 580.243408203125 473.47064208984375 605.470703125,0.45740488171577454,GI15DCJ,0.5076940212697318
196,6,321.0858607612593 463.23015337991626 560.6997765445428 648.4105323419845,408.1469421386719 583.3588256835938 472.9809265136719 606.6802368164062,0.6303591728210449,GI15OGJ,0.2579847167078521
197,6,320.2958904185382 464.6773797804266 560.3789413780964 650.2973377003377,406.05870056152344 584.4319152832031 474.0078887939453 607.8096618652344,0,0,0
198,6,319.505920075817 466.1246061809369 560.0581062116499 652.1841430586909,403.970458984375 585.5050048828125 475.03485107421875 608.9390869140625,0.3026852607727051,GX15OCJ,0.7189904309536628
199,6,318.9672261854138 467.2914436434449 559.8569527516038 653.6447469284999,403.0502586364746 586.5699920654297 474.70798110961914 610.0790557861328,0,0,0
200,6,318.42853229501054 468.4582811059529 559.6557992915575 655.1053507983089,402.1300582885742 587.6349792480469 474.38111114501953 611.2190246582031,0,0,0
201,6,317.8898384046073 469.6251185684609 559.4546458315114 656.5659546681179,401.2098579406738 588.6999664306641 474.0542411804199 612.3589935302734,0,0,0
202,6,317.35114451420407 470.7919560309689 559.2534923714652 658.0265585379268,400.28965759277344 589.7649536132812 473.7273712158203 613.4989624023438,0,0,0
203,6,316.81245062380077 471.95879349347695 559.0523389114189 659.4871624077358,399.36945724487305 590.8299407958984 473.4005012512207 614.6389312744141,0,0,0
204,6,316.27375673339753 473.12563095598495 558.8511854513728 660.9477662775448,398.44925689697266 591.8949279785156 473.0736312866211 615.7789001464844,0,0,0
205,6,315.7350628429943 474.29246841849294 558.6500319913265 662.4083701473538,397.52905654907227 592.9599151611328 472.7467613220215 616.9188690185547,0,0,0
206,6,315.19636895259106 475.45930588100094 558.4488785312803 663.8689740171628,396.6088562011719 594.02490234375 472.4198913574219 618.058837890625,0.5089527368545532,CX15OGJ,0.17195880660132165
207,6,315.48221576330036 476.22950113667133 558.4170029873702 664.9135801036913,398.97548421223956 595.9589436848959 469.6624755859375 619.5480550130209,0,0,0
208,6,315.7680625740097 476.9996963923418 558.3851274434601 665.9581861902196,401.3421122233073 597.8929850260416 466.9050598144531 621.0372721354166,0,0,0
209,6,316.053909384719 477.76989164801216 558.35325189955 667.0027922767481,403.708740234375 599.8270263671875 464.14764404296875 622.5264892578125,0.555185854434967,GX15OGJ,0.3206438907870996
210,6,315.48309046691173 478.4852431120249 557.5925732170585 667.8449014613827,401.4384460449219 599.450439453125 469.9219055175781 624.480224609375,0.4491517245769501,GR15DGJ,0.19141635427309853
211,6,315.2929601138129 478.7113695873649 557.3089178105851 668.1382129287599,401.40679931640625 599.439697265625 469.93121337890625 624.485595703125,0.4501417577266693,GR15DGJ,0.19141635427309853
212,6,314.79730876250187 480.27526236215215 557.4588667303776 669.9851747630554,401.58434041341144 601.658447265625 469.38707478841144 626.9967447916666,0,0,0
213,6,314.30165741119083 481.8391551369394 557.6088156501702 671.8321365973508,401.7618815104167 603.877197265625 468.8429361979167 629.5078938802084,0,0,0
214,6,313.8060060598798 483.4030479117266 557.7587645699628 673.6790984316463,401.9394226074219 606.095947265625 468.2987976074219 632.01904296875,0.5731921195983887,GX15OGJ,0.15384422184033308
215,6,312.18111106377853 484.6437919916071 557.0637436768297 675.7334374730863,396.89202880859375 608.1358032226562 461.38238525390625 631.0504760742188,0.5817158222198486,GX15OCJ,0.10035007863341455
216,6,311.7313717266523 485.6898477081927 556.7747209132939 677.3063427269277,396.4471173967634 609.3187779017857 462.0434134347098 632.453125,0,0,0
217,6,311.2816323895261 486.73590342477837 556.4856981497582 678.879247980769,396.002205984933 610.5017525809152 462.7044416155134 633.8557739257812,0,0,0
218,6,310.8318930523999 487.781959141364 556.1966753862223 680.4521532346105,395.5572945731027 611.6847272600446 463.365469796317 635.2584228515625,0,0,0
219,6,310.3821537152737 488.8280148579496 555.9076526226864 682.0250584884518,395.1123831612723 612.8677019391741 464.0264979771205 636.6610717773438,0,0,0
220,6,309.9324143781475 489.8740705745352 555.6186298591506 683.5979637422932,394.667471749442 614.0506766183036 464.6875261579241 638.063720703125,0,0,0
221,6,309.4826750410213 490.9201262911209 555.3296070956148 685.1708689961346,394.2225603376116 615.2336512974331 465.3485543387277 639.4663696289062,0,0,0
222,6,309.0329357038951 491.9661820077065 555.040584332079 686.743774249976,393.77764892578125 616.4166259765625 466.00958251953125 640.8690185546875,0.4618397653102875,GY15OGJ,0.14346270836141117
223,6,309.0244186483391 492.373525606761 554.864660492565 687.3542459662183,393.77984619140625 616.417236328125 466.00469970703125 640.868896484375,0.4615757167339325,GY15OGJ,0.14346270836141117
224,6,308.7722205115498 493.7714758406314 554.2887474566851 688.9363065689533,388.94769287109375 615.6961059570312 464.44122314453125 641.6224975585938,0.3927136957645416,GX15OGJ,0.6987561848298272
225,6,307.7291447755189 495.31224534882534 553.2646678927975 691.0210724550909,384.1842041015625 617.69140625 461.957763671875 644.377197265625,0.33221596479415894,GX15OGJ,0.4510472749578659
226,6,307.0003851427601 496.69705082529316 553.1094967250831 692.954959755908,389.4156188964844 621.3758544921875 465.0027160644531 647.02685546875,0.579725444316864,GY15OCJ,0.13380721214729127
227,6,305.341393836443 497.65913599896953 552.7313053905506 694.3843739760033,389.18421173095703 622.2473449707031 463.88838958740234 648.1820678710938,0,0,0
228,6,303.68240253012584 498.62122117264596 552.3531140560181 695.8137881960986,388.9528045654297 623.1188354492188 462.77406311035156 649.3372802734375,0,0,0
229,6,302.02341122380875 499.58330634632233 551.9749227214857 697.2432024161939,388.72139739990234 623.9903259277344 461.6597366333008 650.4924926757812,0,0,0
230,6,300.36441991749166 500.5453915199987 551.5967313869531 698.6726166362891,388.489990234375 624.86181640625 460.54541015625 651.647705078125,0.5527836084365845,SX15OEJ,0.0961654004078675
231,6,299.70828089832946 502.2128342414949 552.0652587827553 700.3334533600407,388.1061096191406 628.742431640625 455.6529846191406 653.76220703125,0.5125632882118225,GX15OCJ,0.19846088778347876
232,6,298.0478689365459 503.39513859347846 551.2083795192648 701.1792425553657,388.9385986328125 629.642822265625 458.5540771484375 654.596923828125,0.5704516172409058,GX15OGJ,0.2805277276773847
233,6,296.9871581467024 504.74480090614645 550.5931768254356 702.249415021047,388.8606262207031 632.3453369140625 456.9435119628906 655.6851806640625,0.46137091517448425,CX15OGJ,0.12415311077503163
234,6,297.1912365380629 505.9244464999492 550.8263928587952 703.2814103246004,389.2580973307292 633.2347615559896 456.16302490234375 656.0387573242188,0,0,0
235,6,297.39531492942336 507.10409209375206 551.0596088921549 704.313405628154,389.6555684407552 634.1241861979166 455.3825378417969 656.392333984375,0,0,0
236,6,297.59939332078386 508.28373768755483 551.2928249255144 705.3454009317074,390.05303955078125 635.0136108398438 454.60205078125 656.7459106445312,0.48557981848716736,CX15OCJ,0.244148698860341
237,6,297.0068296613942 509.0478561954466 550.7561528908104 705.7744683609162,385.66619873046875 637.6842651367188 457.52825927734375 663.1808471679688,0.5715814232826233,CX15OCJ,0.4973484736879472
238,6,296.88476385120373 510.22144845710557 551.111776891772 706.4322242378801,384.32904052734375 638.5210266113281 458.0660095214844 665.2158508300781,0,0,0
239,6,296.7626980410133 511.39504071876456 551.4674008927335 707.0899801148438,382.99188232421875 639.3577880859375 458.603759765625 667.2508544921875,0.663574755191803,GX15OCJ,0.1793322525329803
240,6,295.6164935017988 512.9508562239995 551.4750093864038 708.8310637952642,379.15765380859375 640.209228515625 456.69244384765625 666.79833984375,0.5494676828384399,CX15OLJ,0.6102626768175202
241,6,294.91349933229463 513.5117313844346 551.6775049893124 709.572289942399,379.2205810546875 640.235595703125 456.64422607421875 666.8577880859375,0.5596766471862793,CX15OLJ,0.5459609566810909
242,6,293.57849762515946 514.3153827254414 551.279955277972 710.7419480028123,383.04547119140625 642.7401123046875 455.59857177734375 668.9227294921875,0.5369775891304016,GX15OCJ,0.199977946613339
243,6,291.59013979153127 515.0676491418515 550.2894209158935 711.9780303078082,382.05145263671875 643.83349609375 454.95086669921875 670.519287109375,0.6020644903182983,GX15OGJ,0.18711503965546122
